"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(TTG)","AT_CG_AAG(TTC)","AT_CG_AAT(TTA)","AT_CG_ATA(TAT)","AT_CG_ATC(TAG)","AT_CG_ATG(TAC)","AT_CG_ATT(TAA)","AT_CG_CAA(GTT)","AT_CG_CAC(GTG)","AT_CG_CAG(GTC)","AT_CG_CAT(GTA)","AT_CG_CTA(GAT)","AT_CG_CTC(GAG)","AT_CG_CTG(GAC)","AT_CG_CTT(GAA)","AT_GC_AAA(TTT)","AT_GC_AAC(TTG)","AT_GC_AAG(TTC)","AT_GC_AAT(TTA)","AT_GC_ATA(TAT)","AT_GC_ATC(TAG)","AT_GC_ATG(TAC)","AT_GC_ATT(TAA)","AT_GC_CAA(GTT)","AT_GC_CAC(GTG)","AT_GC_CAG(GTC)","AT_GC_CAT(GTA)","AT_GC_CTA(GAT)","AT_GC_CTC(GAG)","AT_GC_CTG(GAC)","AT_GC_CTT(GAA)","AT_TA_AAA(TTT)","AT_TA_AAC(TTG)","AT_TA_AAG(TTC)","AT_TA_AAT(TTA)","AT_TA_ATA(TAT)","AT_TA_ATC(TAG)","AT_TA_ATG(TAC)","AT_TA_ATT(TAA)","AT_TA_CAA(GTT)","AT_TA_CAC(GTG)","AT_TA_CAG(GTC)","AT_TA_CAT(GTA)","AT_TA_CTA(GAT)","AT_TA_CTC(GAG)","AT_TA_CTG(GAC)","AT_TA_CTT(GAA)","GC_AT_ACA(TGT)","GC_AT_ACC(TGG)","GC_AT_ACG(TGC)","GC_AT_ACT(TGA)","GC_AT_AGA(TCT)","GC_AT_AGC(TCG)","GC_AT_AGG(TCC)","GC_AT_AGT(TCA)","GC_AT_CCA(GGT)","GC_AT_CCC(GGG)","GC_AT_CCG(GGC)","GC_AT_CCT(GGA)","GC_AT_CGA(GCT)","GC_AT_CGC(GCG)","GC_AT_CGG(GCC)","GC_AT_CGT(GCA)","GC_CG_ACA(TGT)","GC_CG_ACC(TGG)","GC_CG_ACG(TGC)","GC_CG_ACT(TGA)","GC_CG_AGA(TCT)","GC_CG_AGC(TCG)","GC_CG_AGG(TCC)","GC_CG_AGT(TCA)","GC_CG_CCA(GGT)","GC_CG_CCC(GGG)","GC_CG_CCG(GGC)","GC_CG_CCT(GGA)","GC_CG_CGA(GCT)","GC_CG_CGC(GCG)","GC_CG_CGG(GCC)","GC_CG_CGT(GCA)","GC_TA_ACA(TGT)","GC_TA_ACC(TGG)","GC_TA_ACG(TGC)","GC_TA_ACT(TGA)","GC_TA_AGA(TCT)","GC_TA_AGC(TCG)","GC_TA_AGG(TCC)","GC_TA_AGT(TCA)","GC_TA_CCA(GGT)","GC_TA_CCC(GGG)","GC_TA_CCG(GGC)","GC_TA_CCT(GGA)","GC_TA_CGA(GCT)","GC_TA_CGC(GCG)","GC_TA_CGG(GCC)","GC_TA_CGT(GCA)"
343,0,0,0,0.0013,0,0,0.0063,0.0013,0.0012,0,9e-04,0,0,0,9e-04,0.0014,0.0026,0.0012,0,0.0013,0.0081,0.0028,0.0063,0.0066,0.0049,0.0016,0.0052,0.0079,0.0043,0.0012,0.0038,0.0043,4e-04,0,0,0,0.004,0,0,0.0039,0,0,0,0.0016,0.0014,0,0,0,0.0023,0.0024,0.0129,0.0018,0.0027,0.0142,0.0053,0.0032,0.0046,0.0038,0.0157,0.0043,0.0116,0.0374,0.015,0.0097,0.0011,0,0.0018,0.0027,0.0018,0.0039,0.0031,0.0011,8e-04,0.0038,0,0.0017,0,0,0.0032,0,0.0034,0.0024,0.0018,0,0,0.0013,8e-04,0,0.0015,0.0029,0.001,0,0.0014,0.0062,0.0011,0.0014
344,0.0023,0.0016,0.003,0.0042,0,0.001,0,0.0016,0.0016,0.0011,6e-04,0,0,0.0025,6e-04,0,9e-04,0,0.003,0.0042,0.0034,0.0039,0.0032,0.0041,0.0016,0.0038,0.0025,0.0011,0.0039,0.0025,0.0029,0.005,9e-04,0.0016,0.001,0.0025,0.0011,0,0,0.0024,0.0023,5e-04,6e-04,0,0,8e-04,6e-04,0.001,0.0077,0.0032,0.0106,0.0039,0.0025,0.013,0.0034,0.0032,0.0021,0.0036,0.0158,0.0032,0.0129,0.0609,0.0199,0.0177,0.0031,5e-04,0,0.0026,0.0025,0,0.0017,0.0032,0,0,0.0036,0.0021,0.0046,0,0.0021,0.001,8e-04,0.0016,0.0039,6e-04,0.0012,9e-04,0.0023,0,0.0011,0,7e-04,0.0016,0.0028,0.003,7e-04,0
345,3e-04,0,0,0.001,0,0,0.0013,0,0.003,7e-04,8e-04,0,0,0,0,0,0.002,0.001,0.006,0.0052,0.0066,0.0038,0.0065,0.002,0.0049,0.0033,0.003,0.0078,0.0047,5e-04,0.0029,0.0012,0.0013,0,0,0,0.0017,0,0,0,0.002,7e-04,0.0023,0,0.0012,5e-04,7e-04,0.0012,0.0044,0.0046,0.0128,0.0055,7e-04,0.0183,0.0036,0.0047,0.004,0.0044,0.0231,0.0027,0.0069,0.0484,0.0158,0.0145,9e-04,7e-04,0,0.0016,7e-04,0,7e-04,0.0016,0,0.0018,0.0019,7e-04,0.0034,0,0.0028,0.0014,0,7e-04,0.0026,0,0,0,0.0014,0.0016,0.0033,0.0027,0.001,7e-04,0.0023,0,0.0019,0.0014
346,5e-04,0.0024,0,0,0,0.0029,0,0,0.0012,0.0017,0.0019,0,0.0014,0,0,0.0029,0.0014,0.0012,0.0013,0.0014,0.0092,0.0044,0,0.0076,0.0012,8e-04,0.0038,0.0073,0.0014,0.0024,0.0026,0.0014,5e-04,0,0,0,0.0031,0.0015,0.0015,0.0025,0,8e-04,0.001,0,0.0014,6e-04,9e-04,0,0.0033,0.0031,0.0163,0.0051,0.0036,0.0203,0.0048,0.0028,0.0067,0,0.0136,0.0037,0.0076,0.0492,0.0129,0.0102,0.0011,8e-04,0,0,9e-04,0.0015,8e-04,9e-04,0.0017,0,0.0029,0.0022,0,0.0022,0.001,0,0.0011,0,0.003,0.002,0.0027,0,0.0016,9e-04,0.0017,9e-04,0.001,0,0,0,0.002,0.0034
347,4e-04,0,0,0.002,0.003,0.0012,0.0012,0,9e-04,7e-04,8e-04,0.0012,0,0,0.0022,0.0033,0.0015,0.0018,0.0011,0.0059,0.0045,0.0037,0.0023,0.002,0.0037,0.0039,0.0015,0.0048,0.0012,5e-04,0.0044,0,8e-04,9e-04,0.0011,0.001,0.0015,0,0.0012,0.001,0,7e-04,0,0,0.0012,5e-04,0,0.0011,0.0101,0.008,0.0143,0.0039,0.0022,0.0165,0.0047,0.005,0.0061,0.0016,0.0202,0.004,0.02,0.0368,0.0081,0.0165,0.0016,0.0013,0,0.0016,0.0022,0,0,8e-04,7e-04,0.0016,0.0018,0.0013,0.0047,0,0,0,0.0023,7e-04,0,8e-04,7e-04,0.0035,0.0027,0,0.0041,0,0.0018,0,0.0012,0,9e-04,0.0013
348,8e-04,0,0,0,0,0,0,0,0.0022,0.0014,0,0,0,0,0,0,0.0017,0,0,0.0029,0.0056,0.0029,0,0,0.0022,0.0014,0,0.0064,0,0,0.0016,0.0057,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0,0.0016,0,0.0057,0.0028,0.0108,0.0038,0.0033,0.008,0.0014,0.0036,0.0043,0.0031,0.0139,0.0014,0.0141,0.0472,0.013,0.0115,0,0,0.0027,0.0019,0.0033,0,0,0,0,0.0016,0,0,0,0.0039,0.0019,0,0.0019,0,0.0027,0,0,0,0,0,0,0,0.0017,0.0014,0,0,0.0019,0
349,0,0.0027,0,0,0,0.0033,0,0.0031,0,0.0032,0,0,0,0.0026,0.002,0,0.0022,0,0.0031,0.0064,0,0.0065,0.0112,0.0031,0.0055,0.0048,0.0072,0,0,0.0026,0.002,0,0,0,0,0.0032,0.005,0,0.0075,0,0,0,0,0,0,0,0,0,0.0022,0.0018,0.0101,0.0022,0.0019,0.0056,0.0051,0.0021,0.0033,0.0033,0.0148,0.0053,0.0169,0.0533,0.0163,0.014,0,0,0.0034,0,0.0038,0,0.0017,0.0021,0,0,0,0.0053,0.0028,0.0041,0,0.0035,0,0.0018,0.0034,0,0.0019,0,0,0,0,0.0017,0,0,0,0,0.0041,0
350,0.0014,0.0037,0,0,0,0,0,0.0047,0.0036,0,0,0,0,0,0,0,0.0014,0,0,0,0.0082,0.01,0,0,0.0036,0,0,0,0.0044,0.0017,0.0075,0.0049,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.0033,0.0047,0.0051,0.0053,0,0.0222,0.0021,0,0.0093,0.0026,0.0164,0.0066,0.0179,0.0083,0.0133,0.01,0,0,0,0,0.0027,0,0,0,0.0023,0.0026,0,0,0,0,0,0,0.0033,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0.0033,0.005
351,0.0012,0.0014,0,0,0.0027,0,0.0019,0,0.0028,0,0,0,0,0,0,0,0.0018,0.0014,0.0032,0.0036,0.0027,0,0,0.0089,0.0014,0.0018,0,0.0036,0,0.002,0.002,0.0016,0,0,0,0,0,0,0.0019,0.0036,0,0,0,0,0.0019,7e-04,0.001,0,0.006,0.0053,0.0147,0.0057,0.0069,0.0048,0.0071,0.0045,0.0027,0.0037,0.0092,0,0.0129,0.0396,0.0107,0.0052,0.0024,9e-04,0.0037,0.0011,0.002,0.0016,0.0018,0.0022,9e-04,0,0.0046,0.0018,0,0,0,0.0017,0.0012,0.0026,0.0037,0.0011,0.001,0.0064,0,0.0011,9e-04,0.0047,0,0.0018,0.0032,0.0023,0.0012,0.0017
352,5e-04,0.0011,0,0.0014,0,0.0014,0.003,0.0028,0,7e-04,8e-04,0.0032,0,0.0012,0,0,0.0023,0.0055,0.0031,0.0042,0.0211,0.0043,0.0046,0.0014,0.0023,0.0029,0.0041,0.0047,0.0014,0.0012,0.0025,0.0015,5e-04,0,0,0.0042,0,0,0.0015,0.0028,0,0,8e-04,0,0.0027,6e-04,8e-04,0.0015,0.0061,0.0014,0.0218,9e-04,0.0028,0.0148,0.0039,0.0037,0.0073,0.0034,0.0177,0.0023,0.0081,0.0448,0.0142,0.0162,0.002,0,0,0.0018,0.0037,0.0027,0.0016,0.0028,7e-04,0,0.001,0.0023,0.0014,0,0,0,0.001,7e-04,0.0031,0,9e-04,0.0013,0.0023,0,0.0036,0,0,0.0015,0,0.0043,0.001,0
353,0.0014,0.0028,0,0,0,0,0,0,0.001,0.0018,0,0.0013,0,0,0.002,0.0011,0.0038,0.0019,0.0012,0.0047,0.0102,0.0024,0.0052,0.0012,0.0029,0.0024,0.0013,0.0052,0.0024,0.0034,0.002,0.0011,3e-04,9e-04,0.0012,0,0.002,0.0012,0,0.0012,0.001,0.0012,0,0,0,0,0,0.0011,0.0059,0.0055,0.0096,0.0052,0.0052,0.0118,0.0018,0.0045,0.0054,0.002,0.0117,0.0025,0.0115,0.0525,0.0152,0.0095,0,6e-04,0.0012,7e-04,7e-04,0.0011,0.0018,0.0015,0.0012,0.002,0,0.0019,0.0031,0,0,0,0.0017,0.0012,0.0024,7e-04,7e-04,0.0011,0.0012,0,0.003,0,0.0031,0.0012,0.0021,0,8e-04,0.0012
354,9e-04,0.0034,0.001,9e-04,0,0.001,0,0,0,0,0,0.0011,0,4e-04,0.0019,0,0.0015,0.0026,0.001,0.0027,0.0047,0.0039,0.0022,0.0047,0.0016,0.0011,0.0025,0.0022,0.0049,0.0017,0.0044,0.001,6e-04,9e-04,0,0,0.0012,0,0.0011,9e-04,0,0,0,0.0011,0,0,0,0.001,8e-04,0.0017,0.0156,0.0053,0.0025,0.0109,0.0023,0.0061,0.0023,0.0021,0.0127,0.0034,0.0115,0.0473,0.0133,0.0109,8e-04,6e-04,0,0.0013,0.0013,9e-04,0.0017,0.0014,0,0.0028,7e-04,6e-04,0.0019,0.0016,0.0015,0.001,0.0015,6e-04,0.0011,7e-04,0,0.0027,6e-04,7e-04,0.0017,0.0014,0.0014,0,0,0,7e-04,0.003
355,0.001,0,0,0,0,0,0.0036,0.0014,0,7e-04,9e-04,0,0,0,8e-04,0,5e-04,0.0025,0,0.0029,0.0025,0,0.0055,0,0.0038,0.0015,0.0017,0.0035,0,0.0011,0.0041,0.0031,0.001,0.0012,0,0.0014,0,0,0.0018,0.0014,0.0013,7e-04,0,0.0035,0,6e-04,0,0,0.0097,0.0055,0.0117,0.0029,0.0018,0.0126,0.003,0.0061,0.0015,8e-04,0.009,0.0015,0.0038,0.0249,0.0096,0.0124,0.0022,0.0047,0,0,9e-04,0.0013,0.0022,0,0,0,9e-04,0,0.0013,0.0017,0.0017,0,0,0.0024,0.0044,0.001,0.0036,0,0,0,8e-04,0.0023,9e-04,0,0,0,0.0017,0
356,0.0018,8e-04,9e-04,8e-04,0,0,0,0,0,5e-04,6e-04,0,0.001,4e-04,0.0018,9e-04,9e-04,0.0023,0.0027,0.0033,0.0027,0.003,0.0022,0.0041,0.0015,0.0016,0.0038,0.0078,0.0059,0.0026,0.0025,0,3e-04,0,0.0018,0.0025,0.0014,0.001,0.0011,0.0025,0,5e-04,0,0.0022,0.002,0,6e-04,0,0.0057,0.0017,0.0172,0.0024,0.0012,0.0185,0.0033,0.0033,0.0039,0.0029,0.0144,0.0011,0.0119,0.0466,0.0184,0.0147,0,0.0017,0,0.0012,6e-04,0.001,0.0011,0.0013,0.0022,7e-04,0.0015,6e-04,0.001,0.0019,0,0,7e-04,6e-04,0,0,0,0.001,0.0011,7e-04,6e-04,0.0044,0.0023,6e-04,0,0,0,0.001
357,6e-04,0.0022,0,0.0023,0,0,9e-04,8e-04,0.0022,0,0,0,0.0017,4e-04,5e-04,0.0017,0.0025,0.003,8e-04,0.0023,0.0062,9e-04,0.0046,0.0031,0.0015,0.001,0.0016,0.002,9e-04,0.0019,0.0026,0.0017,3e-04,0,0.0017,8e-04,0,9e-04,0,0,0,0.0015,0,0.001,9e-04,0,0,0,0.006,0.0043,0.0108,0.0029,0.001,0.0098,0.0029,0.0035,0.0063,0.0039,0.0166,0.0032,0.0055,0.0344,0.0102,0.008,0.0013,5e-04,0,0.0029,0.0035,0.0027,0.001,0.0012,5e-04,0.001,0.0031,5e-04,0,0,6e-04,0.002,7e-04,0.0024,0,6e-04,0.001,9e-04,5e-04,0.0012,5e-04,0.0014,0.0012,0.0014,0,0.003,0.0017,0.003
358,0.001,0,0.002,0,0.0015,0.0011,0.0012,9e-04,0,6e-04,7e-04,0.0012,0,5e-04,0.002,0,0.002,0.0028,0.001,9e-04,0.0124,0.0034,0.0036,0.0019,0.0019,0.0012,7e-04,0.0024,0.0011,0.0018,0.0039,0.0029,0.001,9e-04,0,0,0.0031,0.0022,0,0,0,0.0018,0,0.0012,0.0011,0.0014,7e-04,0,0.0044,0.0054,0.0131,0.0044,0.0019,0.0192,0.0041,0.0037,0.0054,0.0027,0.0183,0.0034,0.016,0.0344,0.0083,0.0166,0.0018,0.0012,0,7e-04,0.0031,0,0.0012,7e-04,0,0.0013,0.0024,0.0017,0.0011,0.0017,0.0023,0,0.0018,0.0024,0.0033,7e-04,0.0019,0,0.0012,7e-04,0.0018,0,0.0016,0,0.0021,0.0069,0.0015,0.0036
359,0.0023,0,0,0,0,0.0037,0,0,0,0.001,0.0011,0.002,0,0,0.0011,0,0.0023,0.0045,0.006,0.0035,0.003,0,0.0041,0.0067,0,0,0,0.01,0.0036,8e-04,0.0021,0.0019,6e-04,0,0,0,0,0.0018,0,0,0,0.001,0.0011,0,0.0018,8e-04,0.0011,0.0019,0.0027,0.0039,0.0191,0.0036,0.0049,0.0205,0.006,0.0057,0.0059,0.0011,0.0053,0.0048,0.0129,0.0511,0.0117,0.0189,0.0027,0.001,0,0,0.0012,0.0017,0.001,0.0011,0.003,0,0,0.001,0.0016,0,0.0013,0,0,0,0.0019,0.0024,0.0012,0,0,0,0.002,0.0045,0,0,0,0,0,0
360,7e-04,0,0,0.0023,0.0039,0,0,0,0.0037,0,0.0014,0,0,9e-04,0.0026,0,7e-04,0.0019,0.0043,0.0045,0,0,0.0055,0.0022,0,0.0011,0.0027,0.0051,0.0023,9e-04,0,0.0022,0,0,0,0.0023,0,0,0.0028,0,0,0,0.0014,0,0.0023,0,0,0,0.0033,0.0046,0.0173,0.0049,0.0053,0.0164,0.0034,0.0015,0.0092,0.0055,0.0084,0.0022,0.0135,0.0641,0.0109,0.007,0,0.0035,0,0,0.004,0.0041,0,0.0031,0.0023,0.0022,0.0014,0,0,0.0032,0.0027,0.0047,0,0,0.0022,0,0.0013,0,0,0.0015,0.0023,0.0022,0.007,0.0022,0.0019,0.0032,0.0014,0.0023
361,0.0013,0,0,0,0,0,0,0,0.0033,9e-04,0.0018,0,0,0.0011,0,0,0,0.0031,0.0052,0,0.0176,0,0.0055,0.0096,0,0.0028,0,0.006,0,0.0032,0.0017,0.0027,0,0.0031,0,0.0035,0,0,0,0,0.0033,0,0,0,0,0.0021,0.0017,0.0027,0.0031,0,0.0084,0.0022,0.0065,0.0222,0.0014,0.0042,0.0073,0.0045,0.0153,0.0016,0.0155,0.0202,0.0135,0.0137,0.001,0,0.0028,0,0.0013,0,0,0,0.0015,0,0.0025,0.0032,0,0,0,0.0034,0.001,0,0.0028,0.0022,0.0013,0,0.0014,0,0,0,0.0025,0.0016,0,0,0,0.0034
362,7e-04,0.0019,0,0.0063,0,0,0,0,0,0,0.0016,0.0023,0,0.0023,0,0,0.0021,0.0038,0.0053,0.0063,0.0028,0.0024,0.0049,0.002,0.0039,0.0014,0,0.0092,0,0.0035,0.0015,0.0018,0,0,0,0.0021,0.0028,0.0024,0,0.002,0.002,0.0014,0.0031,0,0.0023,0,0,0,0.0017,0.0041,0.0126,0.0016,0.0014,0.0234,0.0063,0.0016,0.0053,0.0028,0.0171,0.0026,0.0073,0.0478,0.0167,0.0137,0,0,0.0025,0,0.0014,0.0026,0,0,0.0013,0,0.0021,0.0013,0,0,0.0021,0.0027,0,0,0,0,0.0014,0,0,0.0016,0.0026,0,0.0043,0,0,0,0,0.0055
363,9e-04,0.0017,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0035,0,0.0046,0,0.0046,0.0073,0,0.0019,0.004,0.0058,0,0.0044,0,0.0014,0,0,0,0,0,0,0,0,0.0022,0,0.0013,0,0,0,0,0.0014,0.0019,0.0018,0.0064,0.0095,0.0074,0.0052,0.0194,0.0036,0.003,0.0088,0.0029,0.016,0.0024,0.0046,0.0863,0.02,0.0158,0,0.0013,0,0.0015,0.0013,0.0024,0.0012,0,0.0013,0,0,0.0024,0.0023,0.0072,0,0,0,0.0013,0.0024,0,0.0013,0,0,0,0.0013,0.0029,0.004,0.0036,0,0,0.002,0.0053
364,0,0,0,0,0.0041,0,0,0.0024,0,0,0,0,0,0,0.0035,0,0,0.0024,0,0.0052,0.0041,0.003,0.0096,0.0024,0.005,0.0063,0,0.0055,0.0032,0.0024,0.0035,0,0,0,0,0,0,0.003,0,0,0.0025,0.0016,0,0,0,0,0,0,0,0.0034,0.0029,0,0.0129,0.0165,0.0017,0.0018,0.0035,0.0017,0.0177,0.0102,0.0057,0.0497,0.0114,0.0163,0,0.0017,0,0,0.0016,0,0.0017,0.0018,0,0.0035,0,0.0017,0,0.0055,0,0.0033,0.002,0.0034,0.0029,0.002,0.0016,0,0.0017,0.0018,0,0,0,0.0017,0.0028,0.0055,0,0.0033
365,0.0038,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0037,0,0,0.0105,0.0044,0,0,0,0.003,0.0033,0.0135,0,0.005,0,0.0072,0,0.0037,0,0,0,0,0.0052,0,0,0,0,0,0.0048,0,0,0,0.0069,0.0063,0.0101,0.0032,0,0.0054,0.0085,0.0088,0,0.0068,0.0238,0.0028,0.005,0.0182,0.0043,0.0062,0.0034,0.0031,0,0,0.006,0,0,0.0059,0,0,0,0,0,0,0.0043,0,0,0,0.0151,0,0,0,0,0,0.0031,0.0034,0,0.0028,0,0.0091,0,0.0062
366,7e-04,0,0,0,0,0.0023,0.0049,0,0,0,0,0.0024,0.0044,0,0.0014,0,0.0015,0,0,0,0.0056,0.0023,0.0025,0.0061,0.0055,0.0034,0.0042,0.0024,0.0022,0.001,0.0028,0.0019,7e-04,0,0,0.0022,0,0,0,0,0,0,0,0,0,0.001,0,0.0019,0.0057,0.0026,0.007,0.0046,0.0069,0.0113,0.0057,0.0076,0.005,0.0049,0.0111,0.0059,0.0187,0.0322,0.0148,0.0124,0.0014,0,0,0.0015,0.0014,0,0,0.0046,0.0013,0.0012,0.0016,0,0.0021,0,0.0016,0,0.0057,0,0.0047,0,0.0028,0,0.0011,0.003,0.0038,0.0012,0.0032,0,0,0.0064,0.0033,0
367,0,0,0,0,0.0053,0,0,0.0033,0.0058,0,0.0046,0,0,0,0,0,0,0,0,0.0071,0.0053,0.004,0.0086,0,0.0029,0.0021,0.0023,0,0,0.0049,0.0024,0,0.0011,0,0,0.0035,0.0053,0.004,0,0,0,0,0,0,0,0.0016,0,0,0.0056,0.0175,0.0149,0.0028,0,0.0077,0.0061,0.0068,0.004,0.0023,0.0031,0.0041,0.0143,0.0474,0.025,0.0142,0,0,0.0037,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0.0028,0,0,0.0028,0.0052,0,0.002,0,0,0.0046,0,0,0,0.0053,0,0
368,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0.0028,0,0,0,0.0022,0,0.0022,0.0057,0,0.0026,0.0022,0,0.0031,0,0.0054,0.0028,0.0014,0,0,9e-04,0.0022,0,0.0022,0.0011,0,0,0,0.0025,0,0,0,0,0.0014,0,0,0.0017,0.0017,0.0137,0.002,0.0018,0.0032,0.0016,0.0064,0.0085,0.0072,0.0085,0.0062,0.0073,0.0647,0.0106,0.0194,0.0017,0.0017,0.0034,0.002,0.0036,0,0,0,0,0.0018,0,0.0015,0,0.0072,0.0026,0.0032,0,0.0017,0.0034,0,0.0018,0,0,0,0,0.0018,0.0028,0,0,0,0,0.0032
369,0,0.0021,0,0,0,0,0.0028,0,0,0,0.0019,0,0,0,0.0019,0,0.0011,0.0084,0.0032,0,0.0064,0.0029,0,0.0093,0.0023,0,0,0,0.0028,0,0,0.0029,0,0,0,0.0032,0,0,0,0.0031,0.0023,0,0,0,0,0.0013,0.0037,0,0.0017,0.0016,0.0125,0,0.0018,0.013,0.0049,0.0021,0.0016,0.0037,0.0101,0.0048,0.0157,0.0645,0.0146,0.0102,0,0,0,0,0.0018,0.0033,0,0.0021,0,0.0037,0,0.0032,0.0031,0,0.0024,0,0,0,0.0031,0,0,0,0.0016,0,0.0016,0,0,0.0016,0,0,0,0.0068
370,8e-04,0,0.0022,0,0,0,0,0.002,0.0018,0.0019,0,0,0.0016,0,0,0,0.0034,0.0019,0.0022,0,0.0029,0.0024,0,0.002,0.0071,0.0019,0,0,0.0048,0.0021,0.0015,0,0,0,0,0,0,0,0.0031,0.002,0,0,0,0.0023,0,0,0.0031,0,0.0079,0.0052,0.011,0.006,0.0044,0.0101,0.0013,0,0.001,0,0.0129,0.0026,0.0082,0.073,0.0066,0.0226,0,0.001,0,0,0,0.0025,0.0013,0.0033,0.0021,0,0,0.0039,0,0,0.0022,0,0.0039,0.0021,0,0.0024,0.0029,0,0,0,0,0.0014,0.0043,0.0013,0.0027,0.0112,0.0022,0
371,0.0016,0,0,0.0014,0.0016,0,0,0.0028,0,9e-04,0.0019,0.0033,0,0,9e-04,0,0.0011,0.0014,0.0031,0.0054,0.0066,0.0017,0.0097,0.0014,0.0068,0.0018,0.0019,0.0033,0.0035,0.0013,9e-04,0.0015,0.0016,0.0014,0.0016,0,0.0016,0.0034,0.0016,0,0.0014,0.0026,9e-04,0,0,0,9e-04,0,0.0034,0.0053,0.0181,0.003,0,0.0104,0.0059,0.0022,0.0062,0.004,0.0188,0.0025,0.005,0.0245,0.0105,0.0097,0.0011,9e-04,0.0018,0.002,0.0057,0.0045,0.0017,0.0011,9e-04,0.0024,0.0021,8e-04,0.0017,0.0049,0.0021,0.0016,0.0011,0.0018,0,0.001,0,0.0015,8e-04,0.0011,0.0053,0.0016,0.0021,0.0017,0,0.0123,0,0.0016
372,8e-04,0,0.0026,0,0,0,0,0.0022,0,0.0016,0.0019,0,0,0.0013,0,0,0.0016,0,0.0078,0.0044,0.003,0.0031,0.0058,0,0.0074,0,0.0019,0.0028,0.003,0.0027,0.0019,0.0075,8e-04,0,0,0,0,0,0.0029,0,0.0025,0.0016,0.0019,0,0,0.0013,0.0019,0.0025,0.0019,0.0099,0.0062,0,0.0017,0.0085,0,0.0058,0.0051,0.0039,0.0137,0,0.0057,0.0533,0.0148,0.0139,0,0.0017,0,0.0021,0.0086,0,0.0018,0.0019,0,0,0,0,0,0,0,0,0,0.0017,0.0092,0.0042,0,0,0.0018,0,0,0,0.0046,0,0,0.0178,0.0021,0.0035
373,0,0.0015,0,0,0,0,0.003,0,0,0.0016,0.0023,0,0.0015,0.0025,0,0,0.0021,0.0015,0,0.0017,0.0042,0.0036,0.0015,0.0048,0.0031,8e-04,0.0023,0.0051,0,0.0017,0.0036,0,0,0,0,0,0.0021,0.0018,0,0.0016,0.0015,0,0.0023,0.0017,0.0015,8e-04,0.0012,0,0.0058,0.0048,0.0043,0.0056,0.0029,0.0228,0.0048,0.007,0.0069,0.0031,0.0179,0.0048,0.0134,0.0402,0.0218,0.0226,0,0.001,0.0022,0.0011,0,0.0021,0.001,0,0,0.0021,0,0.001,0,0.0089,0.0017,0.0023,0.001,0.0019,0.0022,0,0,0,0,0,0,0.0021,0,0,0,0.0089,0,0.0045
374,0.002,0,0,0,0,0,0.0065,0,0.0022,0,0,0.0035,0,0,0,0.0025,0.002,0.009,0.0026,0,0.0044,0.0056,0.0065,0.0081,0.0022,0,0.0017,0.0104,0.0058,0,0.0019,0.0025,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0.0012,0,0,0.0061,0.0015,0.0099,0.0038,0.0036,0.0075,0.0046,0.0039,0.003,0.0034,0.0157,0.0047,0.0156,0.0451,0.0202,0.0152,0,0.0031,0,0,0,0.0025,0.003,0,0,0.0034,0,0.0016,0.0052,0.0075,0,0,0.0041,0.0031,0.0099,0,0,0,0,0,0.0015,0.0017,0.002,0,0,0,0.002,0.003
375,0,0.0015,0,0.0017,0,0,0.0021,0.0017,0.0032,0.0022,0,0,0,8e-04,0.0012,0,6e-04,0,0,0.0051,0.0038,0.0057,0.0086,0.0034,0,0,0.0036,0.008,0,0,0.0012,0.0034,0.0018,0,0,0.0034,0.0038,0,0,0,0,0,0,0.002,0,0.0025,0,0,0.0059,0.0031,0.0106,0.0063,0.0023,0.0153,0.0021,0.0013,0.0031,0.005,0.0131,0.0021,0.0038,0.0514,0.0101,0.0213,0,0.002,0,0.0013,0.0012,0.0038,0.0032,0.0026,0.001,0.0013,0.0015,0,0,0,0,0.0064,0,0.001,0.0042,0.0013,0.0012,0,0,0,0.001,0.0025,0,0.001,0,0,0.0029,0.0021
376,0,0.0018,0.0038,0.0045,0,0,0,0,0.0018,0.0024,0.0014,0,0,0,0,0,0.0028,0.0053,0.0019,0.0045,0.0036,0.0021,0.007,0.0022,0.0035,0.0012,0.0028,0.0024,0.0104,0.0026,0.0013,0.0078,0,0,0,0,0.0036,0,0.0023,0,0,0,0.0014,0,0.0021,0,0.0013,0,0.0097,0.0058,0.0155,0.0031,0,0.0176,0.0054,0.0073,0.0036,0.0039,0.0135,0.003,0.0021,0.0543,0.008,0.0102,0,0,0.0022,0,0.0013,0,0.0033,0,0.0012,0,0,0,0,0,0,0,0.0032,0.0023,0.0022,0.0016,0.0026,0.0022,0.0022,0.0015,0,0.0013,0.0017,0.002,0,0,0,0.0025
